,Datetime,Tweet Id,Text,Username
16,2021-11-16 13:54:18+00:00,1460607162514751488,"@Paytm 
One of my transactions has not reached the beneficiary.

It's been more than a month ago that I am trying to talk to any of your customer care, but no use.

Please help me out at least from your side and give me a call @ 9743444053

Thank you.",Chandra_hb77
17,2021-11-15 17:06:52+00:00,1460293235339763718,"@Paytm @Paytmcare @vijayshekhar why I am not getting any response from ur team. I am waiting for the reply from past 1 months. Does anyone in ur company care about their customers???????
Mobile Number:- 9953082198",SamratG1815
18,2021-11-14 06:04:47+00:00,1459764227334311941,@Chandrakant183 @Paytm Please contact customer care 9339451748,customer674
19,2021-11-13 07:08:26+00:00,1459417855779168260,"@vijayshekhar 
We Indians are really grateful to you for your innovative mind and @Paytm, but now a days customer care service is absolutely broken, we have to wait for hours for a solution, instant live chat support is not yet available !
# 3123760037",Aritra443
20,2021-11-13 06:52:28+00:00,1459413838588116996,"@vijayshekhar @Paytm worst services on bus travel. Booked 2 tickets, 1 bus does not travels on the said route and other bus operator has already stopped it's service. Customer care not helping in any way and giving some or the other excuses.
Order ID : 15804198077, 15803372495.",PPraveen07
21,2021-11-12 10:46:58+00:00,1459110464856543238,"Arthimpact Digital has the worst customer support. Customer care number is always busy. Do not respond to emails.Close my account ""PYTMPPH18865483979568"" and report to CIBIL. @Paytm  does not want take ownership even though account is opened by them
@aprameya_shweta @ArthSocial",kopanathisudhir
22,2021-11-11 07:52:14+00:00,1458704103429730306,"@smar_rt @Paytm @Paytmcare Hi Praveen, We are sorry for the unpleasant experience. You can contact our customer care executive regarding this:- Call Us :-7872478724 or
E-mail Us : helpdesk-support@vmartretail.com",vmartretail
23,2021-11-11 05:55:39+00:00,1458674765942509571,"@FlexsalaryIndia @vivifiindia @Paytm @Paytmcare Hi, Your loan payment on 642466 with Flexsalary of Rs 6600.0  is  processed successfully vide UTR no PYTMR21300553292  on 26/Oct, 03:05 PM  ARN : 6352408064516156606100 If, payment is still not done, we would suggest you to kindly contact the Flexsalary  customer care.",Rebel61345373
24,2021-11-11 02:57:56+00:00,1458630042561380355,"@paytmbankcare @Paytm @Paytmcare can you pls check ticket number  3123559508 ? Seems you have appointed comedians instead of cust care executives. Cost cutting or do you really cares your customers? @vijayshekhar
#PaytmFraud",Abhishe35257568
25,2021-11-09 05:47:57+00:00,1457948049964032000,"@Paytm @Paytmcare Can you please let me know what's the use of your 24*7 customer care, when it's not even responsive even after 40 hours even when the SLA was of 4 hours?

This is regarding support ticket  id

22051687267",shail_adit
26,2021-11-08 14:13:11+00:00,1457712809941233665,@Paytm some person attempted a fraud by posing as the customer care executive of yours.his no is 9861305543 &amp; 9827873869 . amount involved is Rs 92000/- in approx . please help us to get money back @Cyberdost @cyberpolice_up,graminsevak
27,2021-11-08 12:34:28+00:00,1457687966634020869,"@vijayshekhar @Paytm @Paytmcare pathetic service , it’s been a month and refund yet not processed for the service which was not provided , booking ID 15493640756, customer care gives monotonous reply we are working on it , is this how you plan to thug your customers",vaatsalyagupta
28,2021-11-05 05:31:26+00:00,1456494343762550787,"@Paytm @Paytmcare would care resolve my issue asap
I am unable to transfer funds from my wallet to bank account. 
Reaching customer care has been a herculean task as you take ages to get connected and then get hung up.
Ref ticket ID: 3122401206",MustafizAhmed13
29,2021-10-31 12:29:19+00:00,1454787567782617090,"@AlpeshSutariya7 Hi, our sincere apologies for the inconvenience caused. Please find below the list of customer care numbers :
Bank, wallet &amp; Payments - 01204456456
Travel &amp; Hotels - 01204880880
Paytm Mall Shopping order - 01204606060",PaytmTravelCare
30,2021-10-30 12:26:05+00:00,1454424366574444553,"Booked 2 film tickets on 28/10/21 &amp; applied the promocode of 75₹ cashback which said that I'll receive the cashback in 24 hours but still haven't received it. When I call customer care service it says they are busy fighting Covid. 
My order ID is 15755436606 
@Paytm 
@Paytmcare",mc_zillion
31,2021-10-27 15:03:17+00:00,1453376764659388430,@Paytm why can't you guys solve my issue and take my issue seriously. One of the bar customer care. My Ticket no : 3119991124,psvinoth
32,2021-10-27 12:32:42+00:00,1453338869835857923,"@Paytm 
Hi, My account is blocked from past 6 months customer care people are not able to solve my problem I have sent them whatever they have asked including my bank statement of Kotak Mahindra. 9739906665 the number which is blocked. There is money which I am unable to use.",paneeshkumble1
33,2021-10-26 15:23:53+00:00,1453019559326224389,"@nsitharaman I call to npci customer care number provide by twitter 09832966415 to amount debit from my account solution but amount debit from my account rs 39000/- please support me 
@NPCI_NPCI
@RBI @PMOIndia @FinMinIndia @HDFC_Bank @Paytm https://t.co/k5qytWrcFJ",amit07216
34,2021-10-26 12:44:05+00:00,1452979343714439173,"@Paytm @Paytmcare 
Dear Team
My payment has been stucked and I am continuously following up with your customer care executive but still no response has been received
Transaction was initiated yesterday evening via order I'd 15713859061
Please do resolution on immediately basis",kartikmittal12
35,2021-10-26 03:12:16+00:00,1452835440864555008,"@Paytm atleast show the response of my complaint tickets 3119554470 . Yesterday evening my money was deducted from my account but payment was failed , so refund my money ASAP , ur customer care doesn't respond me , I've already send you screen shot",TheDeepakRaja
36,2021-10-22 21:23:36+00:00,1451660534453993472,"@vijayshekhar @Paytm I to petrol pump and i scan there cade after scan completed. I put the amt 455 and it will goes to another merchants account i didn't get refund or paytm customer care sarvice no. Are always busy.

Your transaction of Rs.455.0 to Om Food center under order id 202110181739250095",harshit_125
37,2021-10-22 21:22:39+00:00,1451660294866890755,"@Paytm I to petrol pump and i scan there cade after scan completed. I put the amt 455 and it will goes to another merchants account i didn't get refund or paytm customer care sarvice no. Are always busy.

Your transaction of Rs.455.0 to Om Food center under order id 202110181739250095",harshit_125
38,2021-10-21 07:08:34+00:00,1451082971805470721,"@PaytmTravel @Paytmcare @Paytm @vijayshekhar  You have the worst customer care services for the flights.
I had Booked (Id - 15433334299) a flight for 21st oct from cochin to mumbai which I wished to cancel on 13th oct. I tried cancelling it from the app.

1/3 https://t.co/5Hw6bG9lgS",MahariNavin
39,2021-10-18 12:08:19+00:00,1450071241922990083,It's been 3 days My amount has stuck in transaction as it is debited from my account but receiver didn't receive.amount was considerable for me n I shared proof with @Paytm bt didn't receive reply n couldn't contact customer care plz look at this @vijayshekhar Ticket Id3117197400,Laksh_Ramlod
40,2021-10-17 06:16:35+00:00,1449620338308907008,@Paytm @vijayshekhar @Paytmcare i did rent payment of 49999 rs my mobile num 7045729283 on 16th oct    And it still showing processing also no customer care number for this .. kindly resolve it now .. why it will take  time ..,shyamag12985123
41,2021-10-17 04:46:27+00:00,1449597652790755331,Hi @Paytm not able to reach out to your customer care executive for last 5 days.Amount deducted but order not placed at @Flipkart @flipkartsupport they are saying contact bank and you are saying order successful for PZT21100722426EQGX01 order.Please share the transaction id then.,soumeshbanerjee
42,2021-10-12 19:43:38+00:00,1448011498161246209,"@Paytm For last year ticket I didn't get refund till date. From January every month I call your customer care @Paytm @Paytmcare and I get same feedback that soon i will get refund.
Booking id:10420690172 and complaint ticket I'd : 181 356 524.
I am fedup with your customer care.",senrobotics
43,2021-10-12 13:41:47+00:00,1447920436373856265,"@Paytm @PaytmBank @paytmbankcare 
More than 18 Hours You Block my refunds of the Payment I'll share all the things thru Chat, no response, Customer Care No Answer, Not Contacted after 10 min No Replys it is Your banking services @9425621313
Pls contact",SinghPreetman
44,2021-10-10 10:40:40+00:00,1447150080419524610,"@Paytm @Paytmcare @Paytm Kindly refund the debited amount with the order number-order id- 15463361644 Oder id- 15463729623 Oder id- 15462647230

Your customer care is useless.",KunzKunz11
45,2021-10-09 14:43:12+00:00,1446848725934956546,"Hello 
@Paytmcare @PaytmTravelCare 
 Why you are not refunding for my booking id #10349363811. Refund is already processed by 
@airindiain
 
waiting since last 1 year. no proper response from your customer care or 24*7
on same issue #easemytrip full refunded on time.
@Paytm",latif_sorathiya
46,2021-10-09 09:59:11+00:00,1446777252071440388,@Paytm @Paytmcare @PaytmMoney @PaytmBank i transferred 300rs wrongly to 8778235114 now customer care told to print indemnity and sign and send but i don't have printer and due to covid local shops are closed i request you to reverse the amount,prateek2610
47,2021-10-09 08:45:31+00:00,1446758715726594049,@Paytm fraud company no customer support doesnot care for customers.  Need call back  at 9582226639,gauravshokeen90
48,2021-10-06 06:35:32+00:00,1445638840035667977,"@Paytmcare Dear Team,Many time i call your customer care dept still i am facing issue last four month Flight /Train/ Bus i can not book from your paytm app erros is showing.Many times i update paytm apps but same facing same issue.Request kindly solve complain ticket 22047516974 https://t.co/dG55gzcDgl",sethis39
49,2021-10-05 08:54:31+00:00,1445311428303343617,"@Paytm My Account Blocked They Ask Me To Upload Id Proof With ""Selfie"" It's Done But Still My Account Not Unblock My reference :3111292684 It's Urgent Now Unblock My Account Immediately There Is No Response From Customer care number I Have Raised Numbers Of Tickets No Response @Paytm",moosadigital
50,2021-10-02 21:26:49+00:00,1444413586030284800,@flipkartsupport worst services Money Debited from Paytm Wallet but order not placed. Order. ID123003715112858000. Nobody has ever bothered to revert back despite mailing repeatedly to backend Team. Customer Care is completely clueless. Big Scam in BBD. https://t.co/YCYEgvpVwL,varunkshp
51,2021-10-01 18:27:56+00:00,1444006180276240387,@Paytm @PaytmMall @vijayshekhar you thiefs where is my money a customer send me ₹790 on my merchent a/c linked with 9560190149 i have taken pic of the transaction attached below I called your @Paytm customer care agent vikrant kumar told me there is no such transaction @nch14404,GurvinderRaj13
52,2021-09-30 09:39:21+00:00,1443510770772234245,#cred Customer Care Number &gt; O9883915047 &lt; credit card payment pay rent and net banking up phone per Google per Paytm up solve complaint call me just now available nice support toll free nice today.... https://t.co/WxaEQMBkvU,Rajaa0143
53,2021-09-28 15:51:03+00:00,1442879536656371720,"@Paytm I contacted customer care who opened the ticket number: 3111559603 and received proof of screenshots. However i have received no response from that.

(2/n)",TauMax_Academy
54,2021-09-28 11:44:10+00:00,1442817404749291521,"@Paytm @PaytmBank @Paytmcare Your customer care service is World worst and world slowest service ever,  that's the reason @PhonePe_  is india's no 1 payment app of all time, they resolve our problems faster then your replies, Check My DM. My Ticket No-3111132957 @vijayshekhar",SahilPicasso
55,2021-09-27 03:10:54+00:00,1442325851761045507,"@Paytm @vijayshekhar 
Pathetic customer care service from your end. No response from your end for ticket number 3108010560 despite multiple follow up.",anikchowdhury
56,2021-09-23 13:29:25+00:00,1441031952832729095,"@Paytm I have transferred rent payment but it's still credited to landlord account. Order No 15245722304.
Kindly check and update as no customer care number Availabile for rent payment queries.",kartik_tolia
57,2021-09-23 06:57:34+00:00,1440933341792854027,"@Paytm 
@Paytmcare 

REFERENCE NUMBER: 124930260824

TRANSACTION DATE: 06th SEPTEMBER

THIS IS NOT YET CREDITED TO THE MERCHANT

IT IS NOT REFUNDED IN MY A/c

NO ONE in CUSTOMER CARE IS READY TO TAKE CALLS

TRIED IVR &amp; TOOK MORE THAN 30 MINS, PRESS THIS &amp; THAT BUT NO AGENT

????",vishnuntripathi
58,2021-09-22 05:51:16+00:00,1440554267727712264,"@Paytmcare @Paytm @PaytmMall I ordered table with order ID 15037575314 The product is damaged and your return policy allows to return but customer care is not helpful kindly look into process and compensation is required for the same
@CimGOI @FinMinIndia @GoI_MeitY https://t.co/pKWygHu3ES",akhilanandindia
59,2021-09-21 06:14:43+00:00,1440197780060868618,@RajputKrishana @Paytm you can directly register your complaint on our CRM portal or by contacting customer care cell at 18002333555. We assure you the best service. Contact on 1906 for emergency complaint related to gas leakage. 3/3,HPCL
60,2021-09-20 08:31:51+00:00,1439869905415782400,@Paytm I tried to contact your customer care but no use .showing loan in cibil which is not belongs to me loan account no: PYTMPPH959996518235 .My email I’d chsunil99@gmail.com,csunilnew
61,2021-09-19 07:21:57+00:00,1439489926458793988,"@Paytm very bad service, customer care number to lagta he nhi.17 September 2021 ko mane cab ki meru cab. Cab nhi aei details nhi aei but mere paise jarur Kat Gaye. Why return my money asap. Kyu paise Kate mere. Transaction ID: 11120210917203826312 please find and revert asap.",stutisharma2326
62,2021-09-18 15:33:35+00:00,1439251263523225604,"@Paytm @Paytmcare 
I'm trying to connect with paytm care but didn't get any response. Few days back I raise refund request for customer from my paytm business  but still it's pending how should I know it will proceed Or not
Order id T2109122216216355277135",stidie_amrut
63,2021-09-18 09:04:17+00:00,1439153293251416067,"@Paytm @Paytmcare #transactions Please help. I contacted customer care at this number: 01204456456 but I am unable to talk to agent. Need help regarding the wrong transaction done to different merchant. Please reverse this transaction.
Txn ID: 126149565475
Mb No: 7719558031",sumedha151089
64,2021-09-16 06:56:56+00:00,1438396465517191171,"@Paytm anyone listening ? No response of DM also and 24 hrs have passed, no response from 24*7 customer care on app, ticket no. 22046962917,",taranjitanand
65,2021-09-14 23:49:38+00:00,1437926546044489738,"@PaytmMoneyCare @Paytmcare Please unblock my account
Paytm number 9517186569
Main pareshan Ho Gaya Hun Paytm customer care par call karte karte",SochoDell
66,2021-09-14 23:35:38+00:00,1437923022594314246,"@PaytmMoney 
Please unblock my account
Paytm number 9517186569
Main pareshan Ho Gaya Hun Paytm customer care par call karte karte Mera paisa return kar do Rs 1,16000 hai please",SochoDell
67,2021-09-14 20:00:03+00:00,1437868770274517001,"@PaytmBank Please unblock my account
Paytm number 9517186569
Main pareshan Ho Gaya Hun Paytm customer care par call karte karte Mera paisa return kar do Rs 1,16000 hai please",SochoDell
68,2021-09-14 07:58:23+00:00,1437687155262992385,@RiturajIND @IRCTCofficial @Paytm Customer care...9692347119,SaniyaK46478466
69,2021-09-14 04:12:18+00:00,1437630260565069830,"Pnr 8340924111 is cancelled by me on 3sept. Didn't got refund yet..  @AshwiniVaishnaw 
The customer care executive told me to mail but still they didn't refunded my money.. it's worst experience with @IRCTCofficial @Paytm till date",TKaraiya
70,2021-09-13 11:02:19+00:00,1437371054201008135,"@Paytmcare @Paytm  Transferred 12,500 on September 2nd to 9902066838. But recipients says they did not received the payment. The money is not reversed to me either. Please look into this at earliest. Tried connect to customer care, no luck.",Deekshi1
71,2021-09-13 08:40:03+00:00,1437335255472435207,"@Paytm cheaters two time money they have deducted and not refunded yet ....cheat fraud even customer care people are zero knowledge.

No buddy is helping.

9322544565",KushRAI18
72,2021-09-12 06:24:55+00:00,1436938856339628040,"My account is 15-20 days old today, verification is pending &amp; my payments are not on hold. If you don't complete the verification Mob : 7908254751, back up the money. If you call your customer care, it will take 1-2 days. Thanks for the bad service @Paytm @PaytmMoney @PaytmBank",Ranjitroy375
73,2021-09-12 05:04:20+00:00,1436918577055948800,"@Paytm Tried all Customer care numbers 01205445456, 5555555555, 0120-3062244,38883888 but couldn’t connect with customer executive.  
Please help. It is urgent.",ritu_yadavv
74,2021-09-11 10:22:27+00:00,1436636246630178818,"@Paytm @Paytmcare @PaytmBank 
Pls check the ticket no 3106064546, as i paid 1750rs to some merchant, paid from your side but havnt recieved by merchant, acc to merchant transanction got cancelled... nobody from customer care is replying .. pls look into the matter and reply asap",Vkhannaa
75,2021-09-10 10:18:46+00:00,1436272933190574085,"Dear @Paytm its been more than 72 hrs and I have called ur customer care more than 6 times for rescheduling my flight, everytime they told I will get call from concern team shortly, but I didnot receive single call. pl ask ur team 2 cl
Booking ID 15000626720
call me @ 8015838586",Abhijit_Mpharma
76,2021-09-10 02:47:33+00:00,1436159379166806043,"@PaytmTravelCare @PaytmTravel
 
@Paytm 
 
Booking id-10306268645
Details are already provide to customer care but there is no solution.",Rajatdixit14
77,2021-09-09 13:14:00+00:00,1435954642161045504,"@PaytmTravel @Paytm 
Booking id-10306268645
Details are already provide to customer care but there is no solution... https://t.co/iRqSnrhwgT",Rajatdixit14
78,2021-09-05 07:49:11+00:00,1434423350906875911,"@Paytmcare @Paytm hi Team yesterday I did the electricity recharge of rs 3000 from my wallet no. 8802655723.
But this amount is not added to my meter. As per builder they have not received that money.
 There is no option to call paytem customer care or email them. Pls help https://t.co/i05DMNgd42",SanjayS33942425
79,2021-09-05 06:34:42+00:00,1434404604867801093,@PaytmBusiness what the stupid customer care team you handling and @Paytm @Paytmcare your company planning IPO . Pls ask any verified person to call and resolve issue 9911054940 @vijayshekhar,rickymakes
80,2021-08-31 03:38:02+00:00,1432548207339327494,"@Paytm @Paytmcare 
I have ordered the gold on 18th August, 2021. My Order no: #14756069166.
There is no update regarding the order. And there is no window to register the complaints. Bearly it is showing FAQ under 24x7 customer care window.",VenkyRebels
81,2021-08-30 08:11:44+00:00,1432254698451443712,@vijayshekhar @Paytm the customer care person was not at all polite and disconnected the call please hear last call from 9995020392 asked to connect to escalation desk he was very rude and shouting never ever heard customer care person shouting .,MathewThachil
82,2021-08-24 10:24:33+00:00,1430113794710147081,@Paytm your customers care number has dump I try 50 time of call but didn't connect to exicutive my problem is that I did receive of money 450 in my murchent account but the payment has not sattled in my account yet. please provide me solutions if possible contact 9045560977,himansh83509649
83,2021-08-22 04:25:46+00:00,1429298729052381188,"@Paytm @Paytmcare Payment has not reached the number till date ... Nobody is picking your customer care mobile number please respond ... 

The transaction was done by 8587859859 

Very pathetic service at your end ... https://t.co/XMUfn4qyis",ManpreetSnghVoV
84,2021-08-17 10:50:02+00:00,1427583493429547013,@airindiain I am unable to reach your customer care on call. Kindly confirm the #status of my #refunds pending since June for applications raised by @Paytm against the PNR YLTFR under the reference numbers 4001128857 and 4001128854.,thought0sphere
85,2021-08-14 18:08:05+00:00,1426606566355001349,"@ICICIBank @ICICIBank
I was wrongly charged with reference RPI/PayTm PGSI/202108030853/080303624077
I emailed to customer care to investigate. They are saying to block all internet services for 120 days. It's not possible. Kindly at least investigate this #fraud.
Don't pay me back.",kamal_lj
86,2021-08-11 03:37:54+00:00,1425300415361413120,"@dhanicares I made transaction at Paytm using Dhani Wallet, transaction failed. Paytm refunded money but you have not credited in Dhani wallet yet. I also sent a mail to customer care but no any proper response received. Order Id- 14613451356. Mob. No. -8505019003
#paytm",jlmmyfriends11
87,2021-08-10 07:29:59+00:00,1424996433627738115,@TubeOmkar @Paytm Call me 7318844196 customer care,jakhmijitendra4
88,2021-08-09 01:55:39+00:00,1424549908770529285,@Paytm how much time for one complaint resolution as I am in follow up since one week..no reply from customer care.. kindly provide contact number or connect me 9999350563,rohit_1977
89,2021-08-06 11:38:09+00:00,1423609334219493379,"@Paytm @Paytmcare  i had made a payment to @reliancejio &amp; now jio has returned me the payment but due to your wallet issue, the payment is not reflected in wallet.
Have tried calling customer care 01204456456 but all in vain.
Request you to kindly help me on priority basis.",monu7864
90,2021-08-06 05:25:07+00:00,1423515459794595840,@paytmmallcare not able to download the invoice for Order No. 14526862872. Such a disgraceful service you guys created. Can't believe @Paytm has created @PaytmMall! Zero customer care and service. Even the site takes 1 min to load completely. Learn from @amazonIN @Flipkart!,iamanigos
91,2021-08-03 09:42:30+00:00,1422493065835520002,"The service of you people is very useless, I will never shop from Paytm Mall from now onwards. Because it's been 7 days but you haven't replaced my product yet. And whenever I call customer care I can't talk to any of your executives, my order id is 14466666661 @PaytmMall",RajatSh76084036
92,2021-08-03 08:03:56+00:00,1422468260352561157,"@KotakBankLtd can you please have a look on complaint id:  24809 ?
I have been trying to reach customer care number (180030069090) but call is getting disconnected. 
@Paytm is asking to get written confirmation and @KotakBankLtd is saying nothing in written. 
#KotakFastagIssues",clmathuriya
93,2021-07-28 08:35:23+00:00,1420301847630319619,"@Paytm @Paytmcare @RBI @PMOIndia there has been a transaction with reference no 119702381482 of amount 10,000/- dated 16/7/21 to myself frm Mr Harshad, But i hv not recd , whereas yr customer care says it has been deposited to my merchant account. Kindly resolve at the earliest",HarjeetSondhi
94,2021-07-28 06:10:35+00:00,1420265409194823681,"@airindiain @airindiain Many calls and multiple time shared the ticket number with customer care but no outcome. 
Ticket number- 0984723437147
mail- sanjeepkumardas@gmail

I think @Paytm @Paytmcare are busy in refunding other customer. Worst ever service by @Paytm and their @Paytmcare",anil_prusty56
95,2021-07-26 05:23:36+00:00,1419528810484047873,@PaytmBank Sir I'm face a big issue with paytm bank account 917006283020 sir also connect with customers care they told me to upload all necessary documents to remove limit to add money in bank. I also upload that but i not able to add money in bank account.solve this https://t.co/fceQi0YkxR,Pankaj03389218
96,2021-07-25 08:28:00+00:00,1419212827915481089,@thanvihh @Paytm Customer care number... 9810453324,Abhishe91226623
97,2021-07-21 12:06:36+00:00,1417818287308644354,@Paytmcare @Paytm customer care not picking call plz help call me 7999799546,Gagandeep7999
98,2021-07-18 18:23:11+00:00,1416825894643978241,"@Paytmcare @Paytm @PaytmBank 
I have made a transaction towards loan repayment with order id-14318016707 for rs.4000, amount debited and still emi confirmation is pending, I have try to reach your customer care even no one responded from last 2 days
I appreciate your poor service",Mr_Rajansoni
99,2021-07-15 10:03:39+00:00,1415613018981822466,@Paytm @Paytmcare @vijayshekhar Order # 13549394255.....GRIEVANCE CELL AND CUSTOMER CARE HAS NO TIME TO REPLY AND RESOLVE ISSUE ARE THEY TOO INVOLVED IN IPO PROCESS?,ChakrA_Sut
100,2021-07-14 06:40:03+00:00,1415199393389551617,"Hi @Paytm 
This account is scamming people, please see if you can do anything about it.
Also, the scammer called from 6290321855. Posing to be from @PhonePe_ customer care https://t.co/rYyKAMJMic",svm2202
101,2021-07-12 14:38:04+00:00,1414594916840136707,"@Paytm hiiii Kindly arrange to resolve my grievance. today evening made a transaction and  upon scanning the barcode of the vendor, amount got transferred to another person as another account got mapped with that barcode. 7503889646

No Customer care executive attending my call.",dineshpandey06
102,2021-07-11 19:10:08+00:00,1414300994599415812,"Dear @Paytm @Paytmcare 
Booked a ticket for my parents, order id 14250925393, bus operator not picking the call. It is midnight now &amp; your customer care says- Wait till the bus come!
#disappointed #badservice",sodanimohit
103,2021-07-08 01:59:12+00:00,1412954389342351362,"@Paytm @vijayshekhar  Sharma what kinda customer service are you providing.For everything you just set a BOTwhi know nothing except time pass. 
I am trying to contact since last many centuries but unable to connect with customer care.
account mobile no: 8447912649
call at this no",cancerthezodiac
104,2021-07-07 11:14:02+00:00,1412731631434014724,"@Paytm @Paytmcare 
I'm working on behalf of Hangout Cakes IT Department, plz arrange a call back as we have to stop accepting payments on @Paytm from our customers. we are now only able to accept payments on @PhonePe_ @GooglePay @bharat_pe_Care plz ask ur team 2 call 7506470063",NinjaFoxxx
105,2021-07-06 08:50:58+00:00,1412333236814974983,"@GooglePayIndia @GooglePay Filed a complaint on March 7,21 case I’d[7-5580000031199]. Still no response from customer care team. How long should I wait more to get it resolved ??@PhonePeSupport @Paytm @amazonpay",rehan__wazir
106,2021-07-05 06:37:31+00:00,1411937265161408515,"@ViCustomerCare yesterday did a recharge for my mother for rs 1499 through Paytm but still the plan is not activated. you have queries regarding your Recharge, please contact Vi customer care with Operator Ref No. ONR2107042044200326",Nknagori
107,2021-07-05 03:17:10+00:00,1411886846439673859,@Paytm @Paytmcare Sorry to inform about non-redressal of my fund transfer complaint despite email to Mr Pranay Kar and others on 28.06.2021 and reminder on 04.07.2021 &amp; other correspondence. No contact no. of any customer care official available. Pl help. R. P. Sharma. 7024116259,RPSharm71698655
108,2021-06-26 08:51:09+00:00,1408709403906232321,"I've recharged my @BSNLCorporate  number with the txn ids as follows

1.PGSM260621130830 (Rs. 328) 
@PhonePeSupport 
 
2.PGSM260621133175 (Rs. 75)
@Paytm 
 
Both got failed but money deducted. 

I called customer care number they said your money will not come back.",ayinalavenkat
109,2021-06-25 15:50:55+00:00,1408452656809480199,@Paytm How I booked slot because my account 919575365849 is blocked and customer care not reply my queries . Please respond me,Vikram5318
110,2021-06-25 08:09:52+00:00,1408336626577678339,"@iamchetan_1 @Paytm Hi Chetan! Yes, you can register a complaint by contacting us on our Customer Care Numbers 18001033039/18605003939 or you can send us an email at care@luminousindia.com, so that our team can connect with you at the earliest.",myluminous
